P,Outcome,Importance Raiting,Satisfaction Raiting
P22,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,3
P23,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,4
P24,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P25,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P26,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,4
P27,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P28,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,5
P29,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P30,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,4
P31,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,3
P32,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,4
P33,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,4
P34,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,5
P35,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P36,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P37,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P38,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,3
P39,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,4
P40,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,5
P41,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P42,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P43,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P44,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P45,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,5
P46,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,4
P47,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P48,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,4
P49,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P50,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,4
P51,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,4
P52,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P53,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,5
P54,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P55,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",5,4
P56,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P57,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,3
P58,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P59,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,4
P60,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,3
P61,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",4,5
P62,"During landing, reduce the chance that SignalBox/Sandcastle __________ ______________ ____ __________________ ____________ ____ ____ ________",3,3
P1,I can safely land my Diffs,4,5
P2,I can safely land my Diffs,4,4
P3,I can safely land my Diffs,5,4
P4,I can safely land my Diffs,5,4
P5,I can safely land my Diffs,5,5
P6,I can safely land my Diffs,5,4
P7,I can safely land my Diffs,4,5
P8,I can safely land my Diffs,4,4
P9,I can safely land my Diffs,5,5
P10,I can safely land my Diffs,5,4
P11,I can safely land my Diffs,5,4
P12,I can safely land my Diffs,5,4
P13,I can safely land my Diffs,4,4
P14,I can safely land my Diffs,4,4
P15,I can safely land my Diffs,5,5
P16,I can safely land my Diffs,4,4
P17,I can safely land my Diffs,5,5
P18,I can safely land my Diffs,4,4
P19,I can safely land my Diffs,5,5
P20,I can safely land my Diffs,5,4
P21,I can safely land my Diffs,5,5
P22,I can safely land my Diffs,5,4
P23,I can safely land my Diffs,5,5
P24,I can safely land my Diffs,4,4
P25,I can safely land my Diffs,5,5
P26,I can safely land my Diffs,5,4
P27,I can safely land my Diffs,5,4
P28,I can safely land my Diffs,4,4
P29,I can safely land my Diffs,4,4
P30,I can safely land my Diffs,4,3
P31,I can safely land my Diffs,5,1
P32,I can safely land my Diffs,5,5
P33,I can safely land my Diffs,5,4
P34,I can safely land my Diffs,5,5
P35,I can safely land my Diffs,4,4
P36,I can safely land my Diffs,5,5
P37,I can safely land my Diffs,5,4
P38,I can safely land my Diffs,5,5
P39,I can safely land my Diffs,4,5
P40,I can safely land my Diffs,5,4
P41,I can safely land my Diffs,4,4
P42,I can safely land my Diffs,5,5
P43,I can safely land my Diffs,4,3
P44,I can safely land my Diffs,5,3
P45,I can safely land my Diffs,5,5
P46,I can safely land my Diffs,5,4
P47,I can safely land my Diffs,4,4
P48,I can safely land my Diffs,5,4
P49,I can safely land my Diffs,5,4
P50,I can safely land my Diffs,5,4
P51,I can safely land my Diffs,4,4
P52,I can safely land my Diffs,5,5
P53,I can safely land my Diffs,5,5
P54,I can safely land my Diffs,5,4
P55,I can safely land my Diffs,5,4
P56,I can safely land my Diffs,5,4
P57,I can safely land my Diffs,4,4
P58,I can safely land my Diffs,5,4
P59,I can safely land my Diffs,5,5
P60,I can safely land my Diffs,4,5
P61,I can safely land my Diffs,5,4
P62,I can safely land my Diffs,4,4
P1,"Confidently determine what land style is the best for my Diff. If you are unfamiliar with land styles please select ""I don't know",3,5
P2,"Confidently determine what land style is the best for my Diff. If you are unfamiliar with land styles please select ""I don't know",3,3
P3,"Confidently determine what land style is the best for my Diff. If you are unfamiliar with land styles please select ""I don't know",3,3
P4,"Confidently determine what land style is the best for my Diff. If you are unfamiliar with land styles please select ""I don't know",3,3
P5,"Confidently determine what land style is the best for my Diff. If you are unfamiliar with land styles please select ""I don't know",3,3
P6,"Confidently determine what land style is the best for my Diff. If you are unfamiliar with land styles please select ""I don't know",3,3
P7,"Confidently determine what land style is the best for my Diff. If you are unfamiliar with land styles please select ""I don't know",3,3
P8,"Confidently determine what land style is the best for my Diff. If you are unfamiliar with land styles please select ""I don't know",4,5
